1744.540000,2021-02-09 11:07:06.571045
1743.955739,2021-02-09 11:07:11.654166
1742.300472,2021-02-09 11:07:16.741632
1742.365687,2021-02-09 11:07:21.834491
1741.859362,2021-02-09 11:07:26.924973
1741.990799,2021-02-09 11:07:32.012478
1742.227382,2021-02-09 11:07:37.107504
1741.305000,2021-02-09 11:07:42.197511
1741.285000,2021-02-09 11:07:47.281572
1739.897176,2021-02-09 11:07:52.368499
1740.260000,2021-02-09 11:08:02.222217
1741.670000,2021-02-09 11:08:07.307758
1742.438127,2021-02-09 11:08:12.395093
1742.190300,2021-02-09 11:08:17.487813
1742.793683,2021-02-09 11:08:22.578013
1742.087863,2021-02-09 11:08:27.670598
1742.889501,2021-02-09 11:08:32.760219
1742.562419,2021-02-09 11:08:37.860201
1741.847553,2021-02-09 11:08:42.947728
1740.904703,2021-02-09 11:08:48.039491
1740.470000,2021-02-09 11:08:53.127645
1740.415000,2021-02-09 11:08:58.218699
1739.870000,2021-02-09 11:09:03.311322
1740.912065,2021-02-09 11:09:08.593403
1741.250000,2021-02-09 11:09:13.690742
1741.645000,2021-02-09 11:09:18.789925
1741.535000,2021-02-09 11:09:23.886091
1742.052784,2021-02-09 11:09:28.978626
1741.956399,2021-02-09 11:09:34.068714
1742.775000,2021-02-09 11:09:39.164919
1743.055000,2021-02-09 11:09:44.254878
1742.289206,2021-02-09 11:09:49.341514
1741.990000,2021-02-09 11:09:54.431002
1742.020000,2021-02-09 11:09:59.523712
1742.155892,2021-02-09 11:10:04.618839
1741.995000,2021-02-09 11:10:56.618049
1742.735757,2021-02-09 11:11:01.707649
1742.861336,2021-02-09 11:11:06.801375
1746.005000,2021-02-09 11:14:11.527511
1746.189406,2021-02-09 11:14:24.129292
1745.573540,2021-02-09 11:14:29.220840
1745.214123,2021-02-09 11:14:34.309387
1744.808163,2021-02-09 11:14:39.405493
1744.595658,2021-02-09 11:14:44.498354
1744.430000,2021-02-09 11:14:49.593265
1744.720000,2021-02-09 11:14:54.758930
1744.800000,2021-02-09 11:14:59.852386
1744.970000,2021-02-09 11:15:04.945177
1744.684139,2021-02-09 11:15:10.037841
1744.640000,2021-02-09 11:15:15.136985
1743.210000,2021-02-09 11:15:20.233876
1742.870000,2021-02-09 11:15:25.329602
1742.505296,2021-02-09 11:15:30.423424
1742.091438,2021-02-09 11:15:35.511703
1741.935000,2021-02-09 11:15:40.604229
1741.328508,2021-02-09 11:15:45.693161
1740.687864,2021-02-09 11:15:50.782698
1740.662491,2021-02-09 11:15:55.873966
1740.390000,2021-02-09 11:16:00.962382
1741.105000,2021-02-09 11:16:06.056342
1741.280000,2021-02-09 11:16:11.148239
1742.635000,2021-02-09 11:16:16.246959
1742.864585,2021-02-09 11:16:21.334456
1742.628765,2021-02-09 11:16:26.423872
1742.944812,2021-02-09 11:16:31.515976
1743.138987,2021-02-09 11:16:36.613686
1744.596201,2021-02-09 11:16:41.700813
1744.749472,2021-02-09 11:16:46.783875
1744.202482,2021-02-09 11:16:51.873897
1744.268047,2021-02-09 11:16:56.973337
1745.672572,2021-02-09 11:17:02.073675
1745.360384,2021-02-09 11:17:07.184042
1744.301463,2021-02-09 11:17:12.290081
1743.635000,2021-02-09 11:17:17.396014
1743.560000,2021-02-09 11:17:22.494559
1742.650000,2021-02-09 11:17:27.598390
1741.925000,2021-02-09 11:17:32.779352
1743.596410,2021-02-09 11:17:37.872419
1743.157012,2021-02-09 11:17:42.960470
1742.946685,2021-02-09 11:17:48.059041
1742.358784,2021-02-09 11:17:53.151828
1741.739181,2021-02-09 11:17:56.934173
1741.829323,2021-02-09 11:18:02.023818
1741.225000,2021-02-09 11:18:07.116379
1741.440000,2021-02-09 11:18:12.216229
1739.950471,2021-02-09 11:18:17.310366
1739.859227,2021-02-09 11:18:22.408513
1741.156410,2021-02-09 11:18:27.508139
1741.260000,2021-02-09 11:18:32.597353
1739.288334,2021-02-09 11:19:03.685258
1738.563816,2021-02-09 11:19:08.774094
1738.660131,2021-02-09 11:19:14.441726
1738.075000,2021-02-09 11:19:19.533417
1737.790000,2021-02-09 11:19:25.224272
1738.050000,2021-02-09 11:19:30.314991
1738.565000,2021-02-09 11:19:35.408315
1739.030000,2021-02-09 11:19:40.498965
1739.290000,2021-02-09 11:19:45.595704
1740.080000,2021-02-09 11:19:50.687812
1741.261715,2021-02-09 11:19:55.781710
1743.892885,2021-02-09 11:22:10.000053
1745.341599,2021-02-09 11:22:15.094373
1745.715843,2021-02-09 11:22:20.204737
1745.940180,2021-02-09 11:22:25.298031
1746.621696,2021-02-09 11:22:30.390711
1746.375831,2021-02-09 11:22:35.485117
1745.147432,2021-02-09 11:22:40.581233
1744.757524,2021-02-09 11:22:45.679207
1744.295000,2021-02-09 11:22:50.773417
1743.980000,2021-02-09 11:22:55.866603
1743.825618,2021-02-09 11:23:00.964005
1745.665000,2021-02-09 11:23:06.054005
1743.260000,2021-02-09 11:25:48.332164
1742.715000,2021-02-09 11:25:53.425089
1744.105409,2021-02-09 11:25:58.514065
1742.045000,2021-02-09 11:26:25.181931
1742.430000,2021-02-09 11:26:30.272346
1742.176650,2021-02-09 11:26:35.364934
1741.615470,2021-02-09 11:26:40.455610
1741.310000,2021-02-09 11:26:45.550820
1740.620000,2021-02-09 11:26:50.644545
1740.550000,2021-02-09 11:26:59.877670
1740.420000,2021-02-09 11:27:04.970751
1739.919521,2021-02-09 11:27:10.064048
1739.709295,2021-02-09 11:27:15.165166
1739.920000,2021-02-09 11:27:20.254408
1741.116351,2021-02-09 11:27:25.347974
1739.835000,2021-02-09 11:27:30.436406
1740.010000,2021-02-09 11:27:35.526022
1740.000000,2021-02-09 11:27:40.616807
1739.425000,2021-02-09 11:27:45.718043
1739.413522,2021-02-09 11:27:50.812243
1739.052376,2021-02-09 11:27:55.908398
1738.955493,2021-02-09 11:28:01.001847
1739.910000,2021-02-09 11:28:06.096310
1738.900479,2021-02-09 11:28:11.198385
1738.558828,2021-02-09 11:28:16.299605
1738.787391,2021-02-09 11:28:21.390853
1738.385000,2021-02-09 11:28:26.481450
1737.970000,2021-02-09 11:28:31.570611
1737.795000,2021-02-09 11:28:36.672884
1737.412642,2021-02-09 11:28:41.766149
1737.605000,2021-02-09 11:28:46.859065
1738.882642,2021-02-09 11:28:51.958899
1738.487402,2021-02-09 11:28:57.053446
1738.870829,2021-02-09 11:29:02.146024
1740.390000,2021-02-09 11:29:07.239063
1740.251295,2021-02-09 11:29:12.332809
1739.491031,2021-02-09 11:29:17.425009
1740.012058,2021-02-09 11:29:22.518560
1740.005017,2021-02-09 11:29:27.612957
1738.875000,2021-02-09 11:29:32.702524
1739.635000,2021-02-09 11:29:37.795162
1739.200000,2021-02-09 11:29:42.889518
1739.432279,2021-02-09 11:29:47.982829
